OSM_ID,Name,Amenity,Lat,Lon
803265126,Centre hospitalier Elikya,hospital,-4.436288,15.369457
6374102819,TRADI LA CHARITE,doctors,-0.1626,29.24224
6293491372,Centre de Santé Ndongola,doctors,-4.392989,15.360367
6374058390,HGR IGNIS,hospital,0.123783,29.303733
5375099469,Centre de santé,doctors,-4.013532,29.012378
6558003676,Centre de Santé de l'Eternel,clinic,-4.426171,15.325928
6374100740,PS VUHUMBI,doctors,0.18326,29.363818
6581620168,Rusa Phar,pharmacy,-4.400353,15.354173
6374100688,TRADI CEPHYFOJE BUJOVU,doctors,-1.648995,29.238611
3381333455,Centre de Santé de Bafwenduo,hospital,1.223662,27.520914
5375031144,Centre de santé de Umoja,clinic,-4.270948,28.872557
5342537661,,pharmacy,-4.044248,28.848919
5339118685,Lulu Pharma,pharmacy,-4.322886,15.279651
6374102571,PS KIKYO,doctors,-0.050505,29.179699
6610062485,Saint Jean Baptiste,clinic,0.09297,29.302186
6151274033,Poste de santé Nazareth,doctors,-1.619696,29.160533
5254254962,Hôpital général de référence de Monkoto,hospital,-1.739022,20.686065
6583749536,Prisca Pharma,pharmacy,-4.401928,15.31695
5765729601,,pharmacy,-4.429903,15.278366
789398720,Les Cliniques BONDEKO,hospital,-4.352245,15.329536
6374000518,CS KATANDA,doctors,0.280054,29.482467
3709665509,Centre médical le Roc,doctors,-11.599888,27.485453
6572752643,Centre de Santé Ma rétraite,hospital,-4.391843,15.369421
6373999475,PS MUKONDI,doctors,0.326767,29.405683
3752450319,Centre de Santé de Lulimba,doctors,-4.695179,28.646424
6374102543,TRADI MICHEL,doctors,0.509852,29.447858
6557376777,La Gloire,pharmacy,-4.412178,15.354595
6374000347,CS MUSAVULI,doctors,0.500725,29.476228
6374102359,PS DON DIVIN,doctors,0.095755,29.322453
6374102529,PS BELLEVUE,doctors,0.15363,29.288973
4556146134,Centre De Santé Malaïka,doctors,-11.663458,27.558871
4685987874,,pharmacy,-4.304082,15.318626
6475958867,Centre de Santé de Bigombe,clinic,-3.123951,28.192266
6374100695,PS BUSAGHALA,doctors,0.120373,29.380555
6374102842,PS KAKONZE,doctors,-0.179833,29.12389
6374000319,CS VAYANA,doctors,-0.017648,29.409883
6374000317,CS VUHALIHYA,doctors,0.000825,29.134387
6939101339,clinique jolie mondo,hospital,-4.344186,15.282126
6374000360,CS MIHAKE,doctors,-0.012988,29.313607
3816988471,La Patience,hospital,-5.82358,13.459848
6374102965,CLIN IMAGERIE,clinic,0.492715,29.47376
6374102972,CLIN SAINT-PAUL,clinic,0.494849,29.441598
6374102306,PS VUSESA,doctors,0.155295,29.239644
6374102915,PS VURANGA,doctors,0.096133,29.27984
6374058386,CH MUCHANGA,hospital,0.152987,29.312576
6374100710,TRADI SDTDKA,doctors,0.10287,29.30241
5766315712,Helene,doctors,-4.415555,15.329478
6374102344,TRADI ETERNEL/FOREVER,doctors,0.1399,29.295253
3312427509,Centre de Santé Atsinia,hospital,3.016084,30.622788
6374000327,CS SAYO,doctors,0.567387,29.434903
5650410098,Centre de santé Mbuya Botola,clinic,-1.240501,18.208327
6374000293,CS WAYENE,doctors,0.1559,29.33045
6374000534,CS KALENGEHYA,doctors,0.033716,29.38715
6151274030,Poste de santé ASAFR-Ushirika,doctors,-1.625498,29.162784
6374000343,CS MUYISA,doctors,0.145733,29.301917
4552022791,hôpital radem,hospital,-11.629571,27.489897
6374102333,PS POLE POLE,doctors,0.141567,29.3018
6374100727,PS KASIYIRO,doctors,0.071138,29.361693
2430277231,Botulugu Health Center,hospital,3.253304,20.260243
5327938235,,pharmacy,-4.546335,29.156307
2472236776,Polyclinique Al Karim,clinic,-5.926315,29.192168
6150261060,Centre Médical Dimajelo,clinic,-1.667931,29.229105
5650444225,Centre de santé Itendo,clinic,-0.928442,19.020264
6374058420,CH MAGHOMBI,hospital,0.169417,29.309017
6293491323,Ma Foi,doctors,-4.392411,15.35717
6050664296,Prince Pharma,pharmacy,-4.33223,15.345565
6374102290,PS CROIX ROUGE FURAHA YA MWZAMINI,doctors,0.166785,29.324345
5650412438,Centre de santé Ibeke,clinic,-1.386626,18.773924
6109002656,Centre de Sante Louise Djamba,hospital,-4.346109,15.355763
5375017705,Poste de santé de Namisha,doctors,-4.382899,28.921308
5375089381,Centre de santé,doctors,-4.155467,28.959695
1023773760,Mafula,clinic,-2.095788,29.042086
5650457335,Poste de santé Bopita,doctors,-0.972589,18.972053
6564305787,Poste de Santé Rafiki,doctors,0.136807,29.308815
5766300184,Dieu Merci,doctors,-4.421208,15.328515
6584295171,Bienheureux,hospital,-4.380855,15.381725
5650421320,Centre de santé Wele,clinic,-0.139723,19.117768
6374000512,CS KIGHALI,doctors,0.082618,29.377442
5375046525,Centre de santé de Kananda,clinic,-4.241008,28.922618
6095244622,Centre de santé de Katindo,clinic,-1.677726,29.217941
6044296256,Tout est grace,pharmacy,-4.33768,15.344517
6123279511,Centre de santé Cbca Kibati,clinic,-1.590304,29.255113
6574676784,L22,pharmacy,-4.420838,15.381491
803212700,Dispensaire Sylvia,hospital,-4.424778,15.365294
6374000378,CS MAKERERE,doctors,0.15276,29.301432
6586140368,Lus Pharma,pharmacy,-4.419428,15.38165
6374102854,PS EERA,doctors,0.28871,29.27382
6374058402,CH UOR,hospital,0.149031,29.293455
5765937740,C Santé Kimia,doctors,-4.39994,15.350263
5375114176,Centre de santé de Kichula,clinic,-4.096481,28.8738
6374099353,PS FONDATION NYUNGU,doctors,0.123015,29.31327
5316849828,Pharmacie Angephar,pharmacy,-4.103004,29.095475
6374100759,TRADI KAMALA,doctors,-1.66056,29.225044
5765599208,Centre de sante Lisanga,hospital,-4.417638,15.354449
6374000524,CS KASENYI,doctors,1.396024,30.443042
5650419415,Centre de santé Ikoyo,clinic,-1.15476,18.931003
6103253874,Centre Medical Blessing,doctors,-4.344884,15.353332
6584026408,Pharmacie la Grâce,pharmacy,-4.379874,15.363801
5650415811,Poste de santé Besau Wese,doctors,-1.37427,18.958358
5375089387,Centre de santé,doctors,-4.159263,28.941973
3312427511,Centre de Santé Kikia,hospital,3.057939,30.675554
3712185442,Clinique Congo Medical,doctors,-11.699523,27.435
2430403359,Mobayi Mbongo General Reference Hospital,hospital,4.298691,21.189129
6374000316,CS VUHIKA,doctors,0.105367,29.309167
5650431416,Centre de santé Basoko,clinic,0.061385,18.275841
4381478889,Pharmacie La Rose,pharmacy,-4.351899,15.330454
5640517134,CMS PSM,doctors,0.054652,18.266427
6374102822,PS KYANGULUBE,doctors,0.3432,29.3269
6374102905,PS KYAGHENDI,doctors,0.10455,29.344483
6123238010,Centre Medicale Armani /UDPR,clinic,-1.655742,29.213187
6475934109,Centre de Santé de L'electricité Cepac,clinic,-3.057444,28.196688
6374100762,TRADI LA SANTE DE D'ABORD/AS ALBERT BARTHEL,doctors,-1.65281,29.2152
5370700024,Centre de santé,doctors,-4.107156,28.981346
6374100708,TRADI IMANI DAWA I,doctors,0.11685,29.32683
6374058439,CH CBCA,hospital,0.018253,29.162763
6374102358,PS LA JOIE,doctors,0.101272,29.31071
6581917724,Exaucé Pharma,pharmacy,-4.411514,15.316106
6374102369,PS MUKIKYRYO,doctors,0.09871,29.3272
6583723573,Moins cher,pharmacy,-4.398445,15.31625
6374000508,CS KIRINDERA CBCEA,doctors,0.033152,29.453112
3671739667,Byowa,clinic,-9.289642,25.800681
6374000341,CS NGELEZA,doctors,0.041644,29.340412
6475961283,Centre de santé Solu Yulu,clinic,-3.055687,28.195721
6374100720,PS BULERA,doctors,0.188523,29.399703
6374099357,PS MIZEBERE,doctors,0.091515,29.328673
6374099338,TRADI SCHOLA,doctors,0.149208,29.274315
4552021661,pharmacie loulou,pharmacy,-11.628954,27.492811
3740388686,Centre de santé Jenovic,doctors,-11.642911,27.5426
6915686488,Centre Hospitalier Saint Alphonse,hospital,-4.392216,15.349854
6374102319,PS BORA UZIMA,doctors,0.1153,29.3073
4774815127,Centre de santé kunda CST dans le Bcz rwampara,hospital,1.620578,30.160439
6374102582,PS TUTU/KASESE,doctors,0.35089,29.29218
5650395431,Poste de santé Bolendo,doctors,-0.85328,18.459443
6374102498,TRADI SHALOM,doctors,0.121505,29.298573
6374102832,PS CROIX ROUGE 1,doctors,0.32537,29.35387
6281023401,Centre médical Tropical,clinic,-1.645762,29.229211
2833966014,Centre Medical La Divine,clinic,-11.698102,27.515803
6374053870,CH DE L'UNITE,hospital,0.48923,29.473202
5373427226,Centre de santé,doctors,-3.990503,29.020036
6151341207,Centre Médical Chirugical Goma,clinic,-1.668629,29.229896
6374102322,PS MUNDUBIENA,doctors,0.599201,29.357811
6374000373,CS MAMA MUSAYI,doctors,0.136854,29.286882
6280986709,Centre de santé Méthodiste Unis,clinic,-1.648486,29.223222
6041495822,Beni pharma,pharmacy,-4.337785,15.344562
6374102555,TRADI QUANJIAN,doctors,0.496968,29.472083
6584026402,Ta Grâce me Suffit,pharmacy,-4.379462,15.361093
6141086503,Centre medical La pitie salpetriere,doctors,-5.936221,29.180188
6374102912,PS MUNGU APONYESHE/CRISO,doctors,0.38382,29.37833
5329522615,Centre de santé de Bukavu,doctors,-4.188427,28.942996
6374058412,CH SAINT LUC,hospital,0.118642,29.323048
6374000528,CS KANZULINZULI,doctors,0.497737,29.446749
6374102367,PS TUMAINI LETU,doctors,0.102131,29.325929
4703377997,Centre Hospitalier Biopharma,clinic,-4.314698,15.303837
6374000307,CS VURONDO,doctors,0.25706,29.19047
6374102302,PS TERTIAIRE,doctors,0.155387,29.32677
6374100745,PS KATSEHYA,doctors,0.196285,29.377713
6374000488,CS MABAKANGA,doctors,0.499284,29.472585
6847359186,Kibongo CS aire de santé kikongo,doctors,-5.616713,18.368054
6374102492,PS UHURU,doctors,0.108092,29.296728
5766078500,ASH,doctors,-4.414057,15.355272
3888971176,Centre médical,doctors,-11.606293,27.495431
5375097674,Centre de santé,doctors,-4.119379,28.967851
6599789787,Centre de Santé de Luberizi,clinic,-2.964443,29.082638
6583788791,Roly Pharma,pharmacy,-4.382477,15.359071
3752452622,Centre de Santé de Kilembwe,doctors,-4.042254,28.012285
6374102920,TRADI OMUNGO Y'OMULAMYA,doctors,0.063615,29.044455
6374099341,TRADI CORESMENA/ASBL,doctors,0.125517,29.292512
1424410520,Ngaliema Center,hospital,-4.332876,15.256593
6286305401,Centre Médical Mont Sinai,clinic,-1.669589,29.227784
6374099373,TRADI MAISON MUKORERO,doctors,-1.619488,29.150593
6374102837,PS KASINGA,doctors,-0.102305,29.067299
6475953296,Centre de Santé de Sidem Kele,clinic,-3.055793,28.202523
6261546780,Vincente Pharma,pharmacy,-3.299873,17.375905
6374000314,CS VUKENDO,doctors,-0.337501,29.399091
6151346766,Centre Médical Vuhe,clinic,-1.651227,29.195684
6141086527,Centre de sante Bwanakutcha,hospital,-5.940109,29.17833
6374099337,PS CHRINOVIC,doctors,0.152435,29.269842
6374102348,TRADI SALOM,doctors,0.125763,29.296502
4552019128,Pharma sept 7,pharmacy,-11.630724,27.483447
3709665502,Centre de Sante Maisha,doctors,-11.595315,27.473149
6374000499,CS KIVUWE,doctors,0.000603,29.501656
6293492124,Pharmacie Kam's,pharmacy,-4.404392,15.331421
6374102286,PS LA CHARITE,doctors,0.149158,29.330162
6374102332,PS AMANI,doctors,0.134017,29.29785
6374000490,CS LUOTU,doctors,-0.01674,29.348077
6594454286,Centre médical de Mboko,hospital,-3.780966,29.094205
6374102583,PS KITSANGA,doctors,0.37124,29.27614
4698880643,HGR de Kasaji,hospital,-10.375139,23.427852
6374102292,PS TOUT EST GRACE,doctors,0.159912,29.322132
6141086535,Polyclinic Ushindi,clinic,-5.941694,29.194787
5086549857,CS Lokenie,clinic,-4.078525,25.912778
6374100702,TRAD KAGHUVI 2,doctors,0.07715,29.30835
6374058400,CH WANAMAHIKA,hospital,0.140252,29.308117
6374000520,CS KASONGWERE,doctors,-0.068348,29.397009
6123279514,Centre de santé Buhimba,clinic,-1.618852,29.143871
5811621874,Pharmacie Diocésain,pharmacy,-1.685655,29.233816
5881229078,Centre de santé de Loga,clinic,1.683018,30.405307
6374099376,TRADI MATUNZO BORA,doctors,-1.671895,29.208462
6374053868,CH ESPERENCE/VUSWAHA,hospital,0.151283,29.257799
6583749495,El Rapha,pharmacy,-4.40682,15.319041
6374102947,PS CECA 20 NGADI,doctors,0.537992,29.490811
6374058436,HGR BENI,hospital,0.486525,29.458767
5416459023,Centre de santé de Kilicha,clinic,-4.50827,28.735476
6374102827,PS CBZE,doctors,0.32615,29.35517
5268094580,Hope Medical Center,clinic,-4.349318,15.282497
3881508843,,hospital,-6.389309,20.795361
6374000496,CS KYANGIKE,doctors,0.146952,29.277825
6374099350,PS BUMBO,doctors,0.14333,29.302927
6141086507,Centre de sante Kankomba,hospital,-5.916659,29.17969
5812232967,Hôpital Géréral de Référence de Panzi,hospital,-7.198539,17.942191
6583975592,Centre médical la main de Dieu,hospital,-4.373256,15.380334
6374102285,PS LA BIENHEUREUSE,doctors,0.170745,29.326472
6374000301,CS VUTETSE,doctors,0.10756,29.29403
6726410686,hôpital  de Kayna,hospital,-0.609136,29.172438
1424405054,Oxygene,pharmacy,-4.302875,15.310479
7029585235,Centre de Santé,doctors,1.661058,27.004365
6374100737,PS VULIMBA/ MUZEY,doctors,0.165902,29.373777
4552021646,pharmacie cyky,pharmacy,-11.629902,27.493927
6374058443,HGR LUBERO,hospital,-0.162294,29.231803
3933124358,Hôpital militaire,hospital,-11.637085,27.540529
5765843753,Joe,pharmacy,-4.398223,15.352105
6374102856,PS BUHESI,doctors,0.30584,29.27679
6280650690,Centre de santé de Kasizi,clinic,-1.495587,29.372584
2472236779,,pharmacy,-5.926278,29.192165
6374100768,PS TUJENGE,doctors,1.391379,30.435882
6293491289,Laboratoire d'Analyse Médical,clinic,-4.408222,15.338974
6374000339,CS NGITSE,doctors,-0.096965,29.388103
6373999476,PS MAPEMBA,doctors,0.61187,29.40882
6141086502,Dispensaire De La Vie,clinic,-5.935998,29.182232
6253701918,Centre de Santé Kimbanguiste,clinic,-3.331951,17.374985
6141086517,Centre medical Bora uzima,doctors,-5.925757,29.176309
5216399717,Maternité de Kintambo,hospital,-4.336089,15.27043
3672009055,Centre de santé Sifa Médical,hospital,-11.648802,27.537493
6374100717,TRADI YAKOUBI PHYTO,doctors,0.501606,29.457375
5053636364,,hospital,-5.50447,14.689772
6374058421,CH FEPSI,hospital,0.132663,29.285841
6374102337,PS EL-SHADDAI,doctors,0.159125,29.283612
6043964450,God's will,pharmacy,-4.329988,15.346451
6150230771,Centre de santé Baraka,clinic,-1.630356,29.176734
6560581559,Centre de Santé Don de Dieu,hospital,-4.423419,15.328673
6374000559,CS AMANI KISUNGU,doctors,0.26528,29.25627
6374099380,TRADI MPHAR,doctors,-1.684875,29.23668
6141086518,Dispensaire Sante plus ebene ezer,clinic,-5.925632,29.18098
6374100694,TRADI SILEO 1,doctors,0.118923,29.374118
6572520913,Place commerciale,pharmacy,-4.390139,15.370236
6581917743,Serai Pharma,pharmacy,-4.409502,15.316356
6374102568,PS KISONE,doctors,-0.020688,29.159968
2833966016,Centre de Santé Moderne,clinic,-11.694276,27.513581
6374100730,PS VUTHAKOHOLA,doctors,0.061613,29.35938
6374099382,TRADI LA GUERISON,doctors,-1.681496,29.236317
6374100698,PS KINIHYA,doctors,0.153294,29.433171
6374102945,TRADI YESU ANAWEZA,doctors,0.523108,29.47106
5650414754,Centre de santé Mogero,clinic,-1.177515,19.053806
6374102373,PS TOUT EST GRACE,doctors,0.148833,29.302433
6286325744,Centre Médical Eben Ezer,clinic,-1.673635,29.224565
6438834572,PHARMACIE LA GRACE,pharmacy,-7.00831,23.448659
5650098516,Centre de santé Ngelemonsoï,hospital,-0.001279,18.215866
6151196219,Centre de santé Lubango,clinic,-1.660293,29.212674
6557773154,Centre Médical Lobiko,doctors,-4.412542,15.355282
6123511440,Centre de santé Murara,clinic,-1.67907,29.231779
5373396010,Poste de santé 8CEPAC Kihimino,doctors,-4.298485,29.228887
6581489639,Roche Frappe,pharmacy,-4.411335,15.316282
5496855501,Clinique Ruth Maternité,clinic,-4.375052,15.256367
5375070144,Poste de santé de Ibindi,doctors,-4.333378,28.81576
6374102514,Ushindi ni yesu,doctors,0.173667,29.305717
5373362407,Site des soins communautaire,doctors,-4.238056,29.090934
6592289343,Dépôt pharmaceutique,pharmacy,-1.896887,16.556085
6374058414,CH CEMEBU,hospital,0.100133,29.303717
4099934689,dispensaire,pharmacy,-6.136718,23.602757
5328191100,Centré de santé de Buma,clinic,-4.469994,29.210723
5185079020,Centre Psychiatrique Telema,clinic,-4.347113,15.267761
6374102490,PS DON DAVID,doctors,0.124683,29.322383
6374058459,CH KASINGA,hospital,0.1939,29.27407
6374000295,CS VYAKUNO,doctors,0.052688,29.410827
6123542534,Centre de Santé Virunga,clinic,-1.663585,29.233324
5248974515,Manjophar,pharmacy,-4.55144,29.156105
3889780972,Centre de santé Grâce Louis,doctors,-11.606998,27.526975
6374102521,PS WOKOVU,doctors,0.163233,29.308333
3883467103,Centre médical Grâce à Dieu,doctors,-11.66282,27.56859
5241529924,Centre Hospitalier Heshima,hospital,-1.652965,29.177151
